latitude;longitude;Название;Описание;Адрес
56.690192;60.838078;Фамилия;клиника;1 Мая, 69а, 1 этаж
56.690256;60.836924;А2;сеть аптек;1 Мая, 69
56.690348;60.858756;ИДИЛЛИЯ;салон красоты и здоровья;Ленина, 40, 3 кабинет, 2 этаж
56.690357;60.087432;Почтовое отделение №270;;Димитрова, 18
56.690357;60.087432;Почта Банк;;Димитрова, 18
56.690362;60.871251;Прогресс;группа компаний;Заветы Ильича, 33а
56.690447;60.091893;Теремок;парк отдыха;Лесозаводская, 2Б
56.690483;60.511561;Авантаж;аптека;Колхозная, 14, 1 этаж
56.690618;60.837109;Сервисный центр;;1 Мая, 69, цокольный этаж
56.690618;60.836946;Аптека низких цен;;1 Мая, 69, 5 помещение
56.690618;60.836946;МЕДАР;медицинский центр;1 Мая, 69, 6 офис, 1 этаж
56.690618;60.836946;Хеликс;лабораторная служба;1 Мая, 69
56.690687;60.753179;Telepay;сеть платежных терминалов;Челябинский тракт 25 км, лит Е, 1 этаж
56.690687;60.753179;Dobson;кафе;Челябинский тракт 25 км, лит Е
56.690722;60.836931;ЕКБ КОМП;мастерская по ремонту цифровой техники;1 Мая, 69, 1 этаж
56.690761;60.836932;СЧАСТЬЕ;детская парикмахерская;1 Мая, 69, 1 этаж
56.69117;60.83644;Caramel;магазин детской одежды;1 Мая, 63
56.69117;60.83644;Умка;магазин развивающих игрушек;1 Мая, 63, 1 этаж
56.69117;60.83644;ГАЛАМАРТ;сеть магазинов постоянных распродаж;1 Мая, 63, 1 этаж
56.691299;60.877991;Шашлычная;;Речной переулок, 15а/1
56.691379;60.877879;Telepay;сеть платежных терминалов;Речной переулок, 15а/1
56.691387;60.87754;Столовая;;Речной переулок, 15а, 2 этаж
56.691421;60.877493;Telepay;сеть платежных терминалов;Речной переулок, 15а
56.69145;60.836258;ГлаМурка;зоомагазин;1 Мая, 63, 1 этаж
56.69145;60.836258;Telepay;сеть платежных терминалов;1 Мая, 63, 1 этаж, супермаркет Кировский
56.69145;60.836258;Банкомат, Газпромбанк, АО;;1 Мая, 63, 1 этаж, супермаркет Кировский
56.69145;60.836258;Банкомат, Сбербанк, ПАО;;1 Мая, 63, 1 этаж, супермаркет Кировский
56.69145;60.836258;КЛАССИКА;сеть аптек;1 Мая, 63, 1 этаж
56.691777;60.513277;Ситилаб;медицинский центр;Будённого, 9
56.692054;60.836064;ДелоБанк;Проект ПАО СКБ-банк;1 Мая, 59а
56.692054;60.836064;Платежный терминал, СКБ-банк, ПАО;;1 Мая, 59а, 1 этаж
56.692054;60.836064;СКБ-банк;;1 Мая, 59а
56.692082;60.089107;Vian;парикмахерская;Калинина, 62, 1 этаж
56.692102;60.836039;Банкомат, СКБ-банк, ПАО;;1 Мая, 59а
56.69234;60.088981;Радужный;магазин;Калинина, 60
56.692382;60.088966;Qiwi;сеть платежных терминалов;Калинина, 60, 1 этаж, магазин Уралочка
56.692443;60.835861;CloudPark;салон;ТЦ Индиго, 1 Мая, 59/1, 1 этаж
56.692443;60.835861;Amigo;сеть платежных терминалов;ТЦ Индиго, 1 Мая, 59/1, 1 этаж
56.692443;60.835861;Qiwi;сеть платежных терминалов;ТЦ Индиго, 1 Мая, 59/1, 1 этаж
56.692443;60.835861;Индиго;торговый центр;ТЦ Индиго, 1 Мая, 59/1
56.692443;60.835861;Магазин одежды;;ТЦ Индиго, 1 Мая, 59/1, 2 этаж
56.69255;60.826488;kriSStyle;студия красоты;Окружная 2-я, 1а
56.692584;60.085793;Поликлиника;Дегтярская городская больница;Куйбышева, 22
56.692598;60.83685;Соло;салон красоты;1 Мая, 59, 1 этаж
56.692608;60.088884;1001 мелочь;магазин;Калинина, 60
56.69265;60.510743;Бодрость;;Гагарина, 16Б
56.692766;60.834694;Усадьба;магазин;1 Мая, 44, 1 этаж
56.692999;60.091148;Магазин товаров для рыбалки;ИП Подобытько Е.И.;ТРЦ Калинин Парк, Калинина, 31у, цокольный этаж
56.692999;60.091148;Швейное ателье;;ТРЦ Калинин Парк, Калинина, 31у, цокольный этаж
56.693;60.877134;Банкомат, АКБ Связь-банк, ПАО;;Речной переулок, 3/1
56.693017;60.090754;ГАЛАМАРТ;сеть магазинов постоянных распродаж;ТРЦ Калинин Парк, Калинина, 31у, 1 этаж
56.693017;60.090754;Amigo;сеть платежных терминалов;ТРЦ Калинин Парк, Калинина, 31у, 1 этаж
56.693017;60.090754;Qiwi;сеть платежных терминалов;ТРЦ Калинин Парк, Калинина, 31у, 1 этаж
56.693017;60.090754;ДНС;сеть супермаркетов цифровой и бытовой техники;ТРЦ Калинин Парк, Калинина, 31у
56.693017;60.090754;Калинин Парк;торговый центр;ТРЦ Калинин Парк, Калинина, 31у
56.693017;60.090754;Сервисная компания по ремонту сотовых телефонов;;ТРЦ Калинин Парк, Калинина, 31у, 1 этаж
56.693017;60.090754;Банкомат, Сбербанк, ПАО;;ТРЦ Калинин Парк, Калинина, 31у, 1 этаж
56.693163;60.088812;Радуга;аптечная сеть;Калинина, 58, 1 этаж
56.693238;60.091252;Miami;киоск по продаже фастфудной продукции;Калинина, 31у/1 киоск
56.693376;60.51873;Киоск по продаже фастфудной продукции;;Будённого, 25 киоск
56.693459;60.12426;Qiwi;сеть платежных терминалов;Советская, 41
56.693989;60.83399;Telepay;сеть платежных терминалов;1 Мая, 34, 1 этаж
56.694002;60.088445;Природа;магазин;Калинина, 58, 1 этаж
56.694231;60.83486;Алиан;магазин;1 Мая, 37, 1, 2 этаж
56.694231;60.83486;IT-ROOM;сервисный центр;1 Мая, 37, цокольный этаж
56.694423;60.86203;Банкомат, СКБ-банк, ПАО;;Шпагатная, 1Б/1
56.694535;60.833803;Reni;магазин наливной парфюмерии;1 Мая, 30, 1 этаж
56.694733;60.115885;Qiwi;сеть платежных терминалов;Советская, 32
56.694733;60.115885;Отдел хозяйственных товаров;;Советская, 32
56.694756;60.833682;Жемчужина;парикмахерская;1 Мая, 30, 2 этаж
56.694756;60.833682;SmokeHouse;центр паровых коктейлей;1 Мая, 30, 2 этаж
56.694812;60.088242;Парикмахерская;ИП Белькова Л.А.;Калинина, 54, 2 этаж
56.694812;60.088242;УльтраЛаб;медицинский центр;Калинина, 54, 1 этаж
56.694812;60.088242;Калейдоскоп;фотосалон;Калинина, 54
56.694889;60.829211;Карамель;студия маникюра;Мира, 1Б к1
56.694925;60.088202;Вита-Д;столовая;Калинина, 54, 1 этаж
56.695019;60.833294;Банкомат, Банк ВТБ, ПАО;;1 Мая, 24, 1 этаж
56.695044;60.833432;Мотив;оператор сотовой связи;1 Мая, 24, около супермаркета Минимарт
56.695044;60.833432;MOBI-AKS;сеть автоматов по продаже аксессуаров к мобильным телефонам;1 Мая, 24, 1 этаж
56.695044;60.833432;Telepay;сеть платежных терминалов;1 Мая, 24, 1 этаж, оператор Мотив
56.695044;60.833432;Банкомат, Газпромбанк, АО;;1 Мая, 24
56.695092;60.855101;Telepay;сеть платежных терминалов;Рабочая, 45а
56.69515;60.79118;Сытный пончик;магазин-кулинария;Космонавтов, 7
56.695184;60.834432;Дача+;магазин;1 Мая, 31
56.695186;60.79172;Хороший;магазин;Космонавтов, 7
56.695186;60.79172;Amigo;сеть платежных терминалов;Космонавтов, 7
56.695233;60.109423;Qiwi;сеть платежных терминалов;Озёрная, 10Б
56.695248;60.088028;Банкомат, Уральский банк реконструкции и развития, ПАО;;Калинина, 52
56.695293;60.088069;Qiwi;сеть платежных терминалов;Калинина, 52, 1 этаж, торговая сеть Монетка
56.695355;60.833953;Связной;сеть платежных терминалов;1 Мая, 27а
